Age,Gender,Education,HomeOwnership,Intent,Income,YearsExperience,LoanAmount,InterestRate,PercentIncome,CreditScore,YearsCreditHistory,PreviousLoanDefault,LoanApproved
23,female,Associate,MORTGAGE,EDUCATION,210720,2,7200,8.38,0.03,624,3,Yes,0
25,male,High School,RENT,VENTURE,210705,7,9000,10.59,0.04,525,3,Yes,0
25,male,High School,MORTGAGE,DEBTCONSOLIDATION,209997,3,8800,14.27,0.04,616,3,Yes,0
26,female,Master,RENT,DEBTCONSOLIDATION,209873,3,12000,12.53,0.06,675,4,No,0
25,female,Associate,MORTGAGE,DEBTCONSOLIDATION,195268,1,25000,16.0,0.13,662,3,No,1
26,male,Master,MORTGAGE,VENTURE,209393,2,10000,11.71,0.05,585,4,Yes,0
21,male,Master,OWN,HOMEIMPROVEMENT,18773,0,3175,11.54,0.17,686,3,No,1
25,female,Bachelor,RENT,HOMEIMPROVEMENT,116439,2,25000,15.68,0.21,595,4,No,1
21,female,Associate,MORTGAGE,EDUCATION,19169,2,1500,10.59,0.08,537,2,Yes,0
24,female,High School,RENT,HOMEIMPROVEMENT,118417,0,25000,12.61,0.21,625,2,No,1
26,female,High School,RENT,PERSONAL,133476,0,25000,11.01,0.19,641,2,Yes,0
23,female,Associate,MORTGAGE,PERSONAL,19312,4,2800,8.49,0.14,661,3,No,1
25,male,High School,RENT,PERSONAL,192351,1,30000,17.27,0.16,577,4,No,1
24,male,Bachelor,RENT,DEBTCONSOLIDATION,206648,4,18000,8.9,0.09,537,4,Yes,0
25,female,High School,MORTGAGE,MEDICAL,205046,6,10000,11.11,0.05,646,4,Yes,0
24,male,High School,RENT,HOMEIMPROVEMENT,190735,1,25000,14.59,0.13,653,2,No,1
26,female,Associate,RENT,VENTURE,204872,3,13000,12.42,0.06,654,3,No,0
24,male,Associate,RENT,MEDICAL,100758,0,25000,11.01,0.25,635,2,No,1
24,female,Master,RENT,HOMEIMPROVEMENT,133231,3,25000,15.7,0.19,675,2,Yes,0
22,female,Master,OWN,HOMEIMPROVEMENT,18923,0,2500,12.53,0.13,618,3,No,1
25,female,Master,RENT,MEDICAL,161894,0,5000,16.49,0.03,609,2,No,1
25,female,Bachelor,MORTGAGE,EDUCATION,205144,0,20000,7.49,0.1,545,2,Yes,0
22,female,High School,RENT,DEBTCONSOLIDATION,121617,2,25000,14.96,0.21,629,2,No,1
25,male,Associate,RENT,MEDICAL,136206,6,25000,12.73,0.18,539,4,No,0
24,male,Master,RENT,EDUCATION,144915,4,25000,10.65,0.17,593,4,Yes,0
25,female,High School,RENT,MEDICAL,145233,3,25000,10.74,0.17,683,2,No,0
23,male,Bachelor,RENT,EDUCATION,145002,1,25000,9.99,0.17,670,2,Yes,0
24,male,Master,RENT,MEDICAL,110953,0,25000,15.33,0.23,662,2,No,1
21,female,High School,OWN,VENTURE,19414,2,1000,7.29,0.05,681,4,Yes,0
26,male,High School,RENT,PERSONAL,130096,1,25000,15.05,0.19,636,3,No,1
26,male,Master,RENT,PERSONAL,157292,0,25000,10.75,0.16,677,3,Yes,0
23,female,Bachelor,RENT,EDUCATION,156995,3,25000,16.02,0.16,656,2,Yes,0
23,female,Associate,RENT,VENTURE,156952,0,25000,11.49,0.16,674,4,Yes,0
25,female,Associate,OWN,EDUCATION,205005,6,20000,12.53,0.1,587,4,No,0
26,female,Bachelor,MORTGAGE,VENTURE,205060,2,12000,13.57,0.06,658,2,No,0
22,male,High School,RENT,PERSONAL,203782,4,14000,11.14,0.07,581,3,Yes,0
26,male,High School,RENT,MEDICAL,203368,3,24250,12.87,0.12,606,3,Yes,0
23,female,Associate,RENT,EDUCATION,203403,0,20000,11.58,0.1,648,3,No,0
24,female,Associate,RENT,HOMEIMPROVEMENT,202715,3,1800,11.12,0.01,563,3,Yes,0
25,female,Master,MORTGAGE,PERSONAL,202525,1,35000,10.65,0.17,589,2,Yes,0
24,male,Associate,RENT,DEBTCONSOLIDATION,161487,1,25000,10.37,0.15,641,2,No,0
24,male,Associate,OWN,HOMEIMPROVEMENT,19677,3,3300,6.39,0.17,637,4,No,1
24,male,High School,RENT,PERSONAL,161952,2,25000,16.07,0.15,578,3,Yes,0
25,female,Bachelor,RENT,MEDICAL,161560,0,25000,10.62,0.15,660,2,Yes,0
25,male,High School,OWN,VENTURE,19423,3,3200,18.09,0.16,586,2,No,1
25,male,Associate,RENT,EDUCATION,163134,5,25000,11.36,0.15,567,4,Yes,0
26,female,Bachelor,RENT,DEBTCONSOLIDATION,163683,5,25000,12.53,0.15,582,4,Yes,0
25,female,Bachelor,RENT,EDUCATION,174972,3,25000,9.99,0.14,712,4,Yes,0
23,male,High School,RENT,EDUCATION,181016,4,25000,10.36,0.14,674,3,No,0
23,female,Master,MORTGAGE,EDUCATION,198920,0,9600,5.99,0.05,532,3,Yes,0
22,female,Master,MORTGAGE,DEBTCONSOLIDATION,184800,1,24000,15.62,0.13,670,2,No,1
24,male,Master,MORTGAGE,PERSONAL,198862,6,20000,10.37,0.1,658,4,No,0
25,male,Associate,MORTGAGE,HOMEIMPROVEMENT,199407,0,25000,19.74,0.13,669,4,No,0
21,male,Bachelor,MORTGAGE,EDUCATION,198803,0,20000,6.91,0.1,681,4,Yes,0
23,male,Associate,OWN,MEDICAL,20044,3,6000,7.9,0.3,618,2,No,1
23,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,20401,4,2275,13.06,0.11,573,4,Yes,0
23,female,High School,OWN,PERSONAL,19859,0,2000,6.39,0.1,491,3,Yes,0
23,male,Master,RENT,DEBTCONSOLIDATION,178660,2,25000,14.93,0.14,590,3,No,1
23,female,High School,MORTGAGE,MEDICAL,20421,0,5600,12.84,0.27,587,4,No,1
24,male,Master,OWN,VENTURE,20353,2,3625,17.14,0.18,648,2,No,1
22,male,Master,MORTGAGE,VENTURE,20297,0,5500,7.14,0.27,687,3,No,1
25,male,Bachelor,RENT,PERSONAL,210932,0,25000,8.9,0.12,621,2,No,0
22,female,High School,OWN,PERSONAL,20405,0,2000,12.42,0.1,590,3,Yes,0
24,male,Associate,RENT,HOMEIMPROVEMENT,223194,0,25000,12.68,0.11,676,2,Yes,0
25,female,Associate,RENT,PERSONAL,195560,0,25000,11.03,0.13,677,2,Yes,0
26,male,Bachelor,RENT,VENTURE,194140,6,30000,7.9,0.15,651,4,Yes,0
22,male,High School,MORTGAGE,MEDICAL,193337,0,35000,10.65,0.18,602,4,Yes,0
25,male,High School,RENT,VENTURE,270992,2,25000,11.86,0.09,652,4,No,0
25,male,Associate,OWN,PERSONAL,20221,5,5000,8.94,0.25,572,4,No,1
23,male,Bachelor,OWN,VENTURE,20678,0,4375,9.63,0.21,528,4,No,1
25,female,High School,RENT,PERSONAL,60742,3,24750,14.22,0.41,638,3,No,1
23,female,High School,RENT,DEBTCONSOLIDATION,72805,2,24750,9.33,0.34,655,3,No,1
24,male,Master,RENT,MEDICAL,102011,3,24500,13.85,0.24,627,4,Yes,0
22,male,High School,MORTGAGE,EDUCATION,20896,0,2000,10.65,0.1,596,2,No,0
24,female,Bachelor,RENT,MEDICAL,111283,0,24500,11.46,0.22,694,4,No,0
23,female,Associate,MORTGAGE,PERSONAL,192873,0,35000,7.66,0.18,684,2,Yes,0
24,female,Bachelor,MORTGAGE,VENTURE,193174,0,12000,16.77,0.06,547,4,No,0
25,female,Bachelor,MORTGAGE,PERSONAL,193249,0,12000,9.63,0.06,586,4,Yes,0
26,female,Bachelor,RENT,PERSONAL,192954,5,25000,12.23,0.13,694,4,No,0
25,male,Master,MORTGAGE,MEDICAL,152227,2,10000,14.09,0.07,639,4,No,1
25,female,Bachelor,RENT,PERSONAL,65399,0,24250,13.98,0.37,663,4,No,1
23,female,High School,RENT,EDUCATION,75928,4,24250,10.62,0.32,528,4,No,1
24,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,21627,0,3900,11.01,0.18,636,3,No,1
25,male,High School,RENT,PERSONAL,83235,3,24250,17.56,0.29,603,4,No,1
26,male,High School,RENT,MEDICAL,68297,3,24250,14.96,0.36,507,2,No,1
22,male,Master,RENT,DEBTCONSOLIDATION,89977,3,24250,15.65,0.27,692,2,No,1
24,female,Associate,RENT,MEDICAL,79510,2,24250,15.7,0.3,604,2,No,1
24,female,Bachelor,RENT,VENTURE,109050,5,24250,12.53,0.22,622,3,No,0
26,female,Bachelor,RENT,HOMEIMPROVEMENT,94635,2,24250,17.56,0.26,643,3,No,1
23,male,High School,RENT,PERSONAL,120966,0,24250,12.87,0.2,565,2,No,0
23,male,Master,RENT,PERSONAL,124437,0,24250,15.7,0.19,718,2,Yes,0
25,male,Bachelor,MORTGAGE,EDUCATION,193147,3,9000,11.01,0.05,625,3,Yes,0
25,male,Bachelor,OWN,VENTURE,192914,0,15000,11.14,0.08,614,4,Yes,0
24,female,Bachelor,MORTGAGE,VENTURE,192806,2,20000,16.0,0.1,690,3,Yes,0
23,male,High School,MORTGAGE,EDUCATION,193097,0,25000,15.65,0.13,564,2,Yes,0
26,female,Associate,MORTGAGE,DEBTCONSOLIDATION,193082,5,13750,11.01,0.07,579,4,Yes,0
21,female,High School,MORTGAGE,VENTURE,192841,1,15250,15.31,0.08,648,4,No,0
25,male,Master,MORTGAGE,VENTURE,193300,3,20000,13.47,0.1,531,2,Yes,0
22,male,Associate,MORTGAGE,HOMEIMPROVEMENT,21205,0,4750,13.85,0.22,658,2,No,1
25,female,Bachelor,RENT,PERSONAL,135292,3,24250,11.01,0.18,574,3,No,0
21,male,High School,MORTGAGE,VENTURE,21363,2,6000,10.39,0.28,671,4,No,1
25,male,High School,RENT,HOMEIMPROVEMENT,139035,7,24250,11.36,0.17,633,2,No,0
23,male,High School,RENT,EDUCATION,173511,0,24250,11.83,0.14,631,3,Yes,0
23,male,Associate,RENT,EDUCATION,345520,0,24250,12.53,0.07,652,3,Yes,0
22,female,Bachelor,RENT,HOMEIMPROVEMENT,130762,3,24150,14.96,0.18,683,3,No,1
22,female,Bachelor,RENT,DEBTCONSOLIDATION,52596,0,24000,13.85,0.46,693,3,No,1
23,female,Bachelor,RENT,VENTURE,57326,2,24000,11.58,0.42,603,4,No,1
24,female,High School,RENT,VENTURE,58262,1,24000,16.29,0.41,522,2,No,1
26,female,High School,RENT,MEDICAL,58620,4,24000,11.01,0.41,664,3,No,1
21,female,Master,RENT,EDUCATION,55113,0,24000,16.29,0.44,645,2,No,1
25,male,Bachelor,RENT,PERSONAL,63361,2,24000,10.74,0.38,592,2,No,1
22,female,Associate,MORTGAGE,EDUCATION,22107,4,2250,15.27,0.1,636,3,Yes,0
24,female,Bachelor,RENT,PERSONAL,57356,3,24000,17.8,0.42,672,2,No,1
22,female,Bachelor,MORTGAGE,VENTURE,21790,0,1000,11.36,0.05,686,2,Yes,0
22,female,High School,RENT,MEDICAL,59680,0,24000,17.56,0.4,590,4,No,1
26,female,Master,RENT,PERSONAL,72720,2,24000,7.9,0.33,636,4,No,1
25,female,High School,RENT,PERSONAL,73024,5,24000,10.99,0.33,580,4,No,1
22,male,Bachelor,RENT,PERSONAL,73110,0,24000,7.29,0.33,674,3,No,1
21,female,Associate,RENT,MEDICAL,72902,0,24000,10.75,0.33,601,2,No,1
26,female,High School,RENT,DEBTCONSOLIDATION,75416,4,24000,7.9,0.32,620,3,No,1
22,male,Master,RENT,EDUCATION,75959,0,24000,14.84,0.32,642,2,No,1
26,male,Associate,RENT,DEBTCONSOLIDATION,79222,7,24000,11.01,0.3,616,2,No,1
22,female,Associate,MORTGAGE,EDUCATION,21824,0,4975,11.01,0.23,588,3,No,1
23,male,High School,RENT,DEBTCONSOLIDATION,71875,1,24000,19.69,0.33,585,2,No,1
23,male,Bachelor,RENT,VENTURE,80313,1,24000,11.01,0.3,632,4,No,1
24,male,High School,RENT,VENTURE,72647,5,24000,14.96,0.33,556,4,No,1
25,male,Bachelor,RENT,EDUCATION,80492,4,24000,6.99,0.3,602,3,No,1
22,male,High School,RENT,PERSONAL,75646,0,24000,16.45,0.32,639,4,No,1
24,male,Associate,RENT,EDUCATION,85223,3,24000,10.99,0.28,603,4,No,1
23,male,Associate,RENT,DEBTCONSOLIDATION,89735,2,24000,10.99,0.27,689,2,No,1
22,male,High School,OWN,PERSONAL,22364,4,3000,7.9,0.13,672,4,No,1
22,female,Master,RENT,EDUCATION,90780,2,24000,12.69,0.26,499,4,No,1
24,male,Bachelor,RENT,MEDICAL,90889,1,24000,10.37,0.26,643,3,No,1
24,male,Bachelor,RENT,HOMEIMPROVEMENT,90911,2,24000,11.01,0.26,589,3,No,1
26,male,Master,RENT,DEBTCONSOLIDATION,83953,2,24000,15.83,0.29,646,3,No,1
23,male,Associate,RENT,PERSONAL,94644,1,24000,13.92,0.25,613,3,No,1
22,female,High School,OWN,VENTURE,22616,0,2000,11.49,0.09,567,3,No,0
24,female,Bachelor,RENT,MEDICAL,96989,4,24000,10.25,0.25,603,2,No,0
22,female,Associate,OWN,HOMEIMPROVEMENT,22867,3,3500,7.49,0.15,647,4,No,1
23,female,Master,OWN,EDUCATION,22583,1,4000,5.99,0.18,645,2,No,1
23,female,Bachelor,RENT,PERSONAL,90900,0,24000,12.92,0.26,672,2,No,1
26,female,Master,RENT,PERSONAL,107641,6,24000,11.58,0.22,648,3,No,0
25,male,High School,RENT,EDUCATION,114870,4,24000,8.9,0.21,653,2,No,0
22,male,Bachelor,RENT,DEBTCONSOLIDATION,100479,0,24000,19.69,0.24,590,3,No,1
25,female,Master,RENT,VENTURE,114958,2,24000,6.54,0.21,704,4,Yes,0
21,female,Master,OWN,HOMEIMPROVEMENT,22882,0,4900,14.54,0.21,674,4,No,1
21,female,Bachelor,OWN,EDUCATION,22392,0,5000,11.11,0.22,594,2,No,1
26,female,High School,RENT,PERSONAL,120498,5,24000,12.73,0.2,626,4,No,0
24,female,Master,RENT,VENTURE,132873,2,24000,15.62,0.18,701,4,Yes,0
24,male,Associate,OWN,HOMEIMPROVEMENT,22635,3,6250,6.54,0.28,602,4,No,1
22,female,Associate,RENT,DEBTCONSOLIDATION,118299,0,24000,11.01,0.2,503,2,No,1
26,female,Associate,RENT,DEBTCONSOLIDATION,125665,5,24000,20.0,0.19,657,4,No,1
22,female,High School,RENT,EDUCATION,144904,0,24000,9.91,0.17,638,4,No,0
24,female,Bachelor,RENT,VENTURE,144882,2,24000,12.69,0.17,646,4,Yes,0
26,male,Associate,RENT,EDUCATION,130649,4,24000,20.0,0.18,678,3,No,1
24,male,Master,RENT,PERSONAL,149622,4,24000,16.49,0.16,684,4,Yes,0
23,male,Bachelor,MORTGAGE,MEDICAL,22957,1,2500,15.95,0.11,594,2,No,1
24,male,Master,RENT,DEBTCONSOLIDATION,157225,1,24000,11.49,0.15,538,3,Yes,0
25,female,Bachelor,RENT,PERSONAL,163004,3,24000,10.99,0.15,662,2,No,0
24,male,High School,RENT,HOMEIMPROVEMENT,163035,2,24000,13.79,0.15,636,2,Yes,0
23,male,Master,RENT,MEDICAL,138731,0,24000,20.0,0.17,613,3,No,1
23,female,Associate,RENT,EDUCATION,180804,1,24000,7.49,0.13,573,4,Yes,0
23,male,Master,RENT,DEBTCONSOLIDATION,166378,0,24000,16.0,0.14,714,2,No,1
24,male,Associate,OWN,PERSONAL,22684,0,13000,7.88,0.57,640,3,No,1
21,male,Bachelor,OWN,VENTURE,22366,0,6250,10.62,0.28,637,4,No,1
26,female,High School,RENT,DEBTCONSOLIDATION,187161,7,24000,10.99,0.13,633,4,Yes,0
26,male,Bachelor,RENT,EDUCATION,178439,0,24000,18.3,0.13,615,2,No,1
26,male,Bachelor,RENT,DEBTCONSOLIDATION,204962,2,24000,11.01,0.12,552,2,Yes,0
21,male,Bachelor,OWN,PERSONAL,22673,0,2500,11.36,0.11,670,3,Yes,0
24,male,Associate,RENT,HOMEIMPROVEMENT,53633,4,23975,11.01,0.45,678,2,No,1
23,female,Master,RENT,MEDICAL,144983,2,23750,13.47,0.16,676,2,No,0
24,female,High School,RENT,PERSONAL,67032,2,23600,11.89,0.35,624,3,No,1
24,male,High School,MORTGAGE,DEBTCONSOLIDATION,22664,0,10000,12.18,0.44,649,2,No,1
25,male,High School,RENT,DEBTCONSOLIDATION,123299,0,23600,13.49,0.19,555,4,Yes,0
23,female,Associate,RENT,PERSONAL,91275,0,23575,14.5,0.26,613,4,No,1
22,male,Bachelor,OWN,MEDICAL,22564,1,4000,11.01,0.18,684,2,No,1
22,male,Bachelor,OWN,MEDICAL,22786,0,5400,15.31,0.24,647,2,No,1
25,male,High School,MORTGAGE,MEDICAL,22450,4,4000,11.01,0.18,580,3,No,1
21,female,Bachelor,OWN,VENTURE,22666,0,3375,11.01,0.15,630,2,No,1
22,male,Bachelor,RENT,VENTURE,81701,1,23400,7.49,0.29,589,2,No,1
22,male,High School,RENT,PERSONAL,52984,0,23000,11.01,0.43,621,3,No,1
25,female,Master,RENT,EDUCATION,68579,1,23000,11.01,0.34,665,2,No,1
23,female,Bachelor,RENT,VENTURE,73014,0,23000,12.18,0.32,668,4,No,1
24,female,Bachelor,MORTGAGE,VENTURE,22608,2,1200,11.34,0.05,615,4,Yes,0
25,female,High School,RENT,EDUCATION,76932,2,23000,9.91,0.3,604,3,No,1
24,male,High School,RENT,HOMEIMPROVEMENT,78955,1,23000,11.99,0.29,620,4,No,1
23,male,Master,RENT,EDUCATION,82567,0,23000,9.62,0.28,558,2,No,1
22,male,Bachelor,OWN,DEBTCONSOLIDATION,22466,0,3000,9.96,0.13,603,3,No,1
25,male,Bachelor,RENT,VENTURE,97251,2,23000,11.01,0.24,683,2,Yes,0
24,male,Associate,RENT,VENTURE,106607,1,23000,14.54,0.22,641,2,No,1
22,male,Bachelor,RENT,MEDICAL,71385,0,22750,11.36,0.32,521,4,No,1
23,female,Bachelor,RENT,DEBTCONSOLIDATION,84865,3,22500,14.27,0.27,655,2,No,1
24,male,Bachelor,OWN,HOMEIMPROVEMENT,22789,1,3000,11.99,0.13,663,3,No,1
26,female,Bachelor,RENT,EDUCATION,84801,4,22500,18.99,0.27,605,2,No,1
24,male,Bachelor,RENT,VENTURE,88421,4,22400,16.7,0.25,708,4,No,1
24,male,High School,MORTGAGE,PERSONAL,23071,3,5000,9.32,0.22,571,3,No,1
23,male,Bachelor,RENT,DEBTCONSOLIDATION,43042,1,22250,12.69,0.52,678,3,No,1
25,female,High School,RENT,HOMEIMPROVEMENT,53119,1,22000,13.11,0.41,597,2,No,1
25,male,Bachelor,RENT,PERSONAL,63311,1,22000,10.74,0.35,689,2,No,1
21,male,Bachelor,MORTGAGE,PERSONAL,23597,0,4200,14.11,0.18,675,4,No,1
22,female,High School,RENT,EDUCATION,69308,1,22000,9.63,0.32,591,3,No,1
25,female,High School,RENT,MEDICAL,70598,5,22000,14.65,0.31,616,2,No,1
23,female,High School,RENT,DEBTCONSOLIDATION,73044,0,22000,10.25,0.3,640,4,No,1
24,male,Bachelor,RENT,VENTURE,73043,0,22000,14.26,0.3,593,2,No,1
25,female,Bachelor,MORTGAGE,EDUCATION,23627,4,3000,9.91,0.13,649,2,No,1
26,male,Bachelor,RENT,MEDICAL,68198,4,22000,17.19,0.32,645,3,No,1
22,female,High School,RENT,EDUCATION,85089,0,22000,11.36,0.26,537,4,No,1
22,female,Bachelor,RENT,EDUCATION,80358,0,22000,11.01,0.27,635,2,No,1
23,female,Bachelor,RENT,DEBTCONSOLIDATION,90025,0,22000,10.59,0.24,640,3,Yes,0
24,female,Master,RENT,EDUCATION,93232,2,22000,9.25,0.24,625,2,No,0
22,female,Master,OWN,MEDICAL,23497,0,3625,8.49,0.15,557,3,No,1
26,male,Associate,RENT,VENTURE,93314,8,22000,6.54,0.24,643,3,No,0
21,female,Associate,OWN,MEDICAL,23543,0,6000,8.49,0.25,631,3,No,1
24,male,Bachelor,RENT,MEDICAL,97038,0,22000,11.01,0.23,653,4,Yes,0
26,female,Associate,RENT,VENTURE,100246,1,22000,12.69,0.22,623,2,Yes,0
24,female,Bachelor,OWN,MEDICAL,23667,3,7400,13.85,0.31,662,2,No,1
25,male,Associate,OWN,DEBTCONSOLIDATION,23719,2,4000,7.4,0.17,667,3,No,1
23,male,High School,RENT,DEBTCONSOLIDATION,101575,1,22000,11.71,0.22,586,4,No,0
25,female,Master,RENT,PERSONAL,94168,3,22000,11.48,0.23,719,3,No,1
25,male,Master,RENT,EDUCATION,99394,1,22000,17.51,0.22,646,2,No,1
21,male,High School,MORTGAGE,DEBTCONSOLIDATION,23504,0,3500,14.61,0.15,646,3,No,1
23,male,Bachelor,RENT,DEBTCONSOLIDATION,120500,3,22000,7.88,0.18,646,4,No,0
23,female,Bachelor,RENT,PERSONAL,133195,1,22000,11.01,0.17,643,3,Yes,0
22,male,Bachelor,MORTGAGE,PERSONAL,24148,1,4950,11.71,0.2,594,2,No,1
25,male,Bachelor,RENT,PERSONAL,69353,1,21700,11.99,0.31,664,2,No,1
24,male,High School,RENT,VENTURE,65946,0,21600,13.49,0.33,605,2,No,1
23,female,High School,RENT,MEDICAL,68677,0,21600,20.0,0.31,646,4,No,1
26,female,Associate,RENT,DEBTCONSOLIDATION,76687,3,21600,14.35,0.28,655,3,No,1
22,female,Bachelor,RENT,PERSONAL,99087,0,21600,13.61,0.22,597,3,No,0
22,male,High School,RENT,DEBTCONSOLIDATION,94523,0,21600,11.26,0.23,679,3,No,1
22,female,High School,OWN,VENTURE,24092,0,2400,10.59,0.1,654,3,No,0
24,female,Bachelor,RENT,MEDICAL,135365,1,21600,7.9,0.16,556,2,No,0
24,male,Associate,MORTGAGE,HOMEIMPROVEMENT,24420,2,7000,5.99,0.29,694,4,No,1
25,male,High School,OWN,EDUCATION,23948,3,3000,11.99,0.13,587,4,No,1
24,female,Associate,RENT,MEDICAL,71718,2,21500,16.89,0.3,620,3,No,1
24,female,Master,RENT,HOMEIMPROVEMENT,84999,0,21500,9.99,0.25,701,3,No,1
24,female,High School,RENT,EDUCATION,140396,4,21500,15.33,0.15,572,3,Yes,0
25,male,High School,RENT,EDUCATION,73404,4,21450,7.29,0.29,671,4,No,1
22,male,High School,RENT,DEBTCONSOLIDATION,38473,0,21250,12.42,0.55,599,3,No,1
25,male,Associate,RENT,VENTURE,57546,3,21250,10.99,0.37,610,2,No,1
25,male,Bachelor,RENT,VENTURE,62422,4,21250,6.91,0.34,588,2,No,1
22,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,23993,1,5000,14.17,0.21,691,2,No,1
22,male,High School,RENT,MEDICAL,64732,0,21250,10.25,0.33,645,3,No,1
26,male,Associate,OWN,EDUCATION,23955,2,9250,11.01,0.39,618,2,No,1
24,male,Bachelor,RENT,VENTURE,68154,2,21250,15.95,0.31,672,3,No,1
24,female,Associate,RENT,EDUCATION,79138,2,21250,15.95,0.27,650,4,No,1
21,male,High School,RENT,VENTURE,42536,0,21000,12.53,0.49,687,4,No,1
22,male,Associate,MORTGAGE,HOMEIMPROVEMENT,23888,0,1400,14.91,0.06,535,4,No,1
23,male,Associate,MORTGAGE,MEDICAL,24013,0,3000,11.01,0.12,604,4,No,1
26,female,Bachelor,RENT,MEDICAL,48929,6,21000,6.54,0.43,601,4,No,1
25,female,Associate,OWN,VENTURE,24121,1,1000,11.01,0.04,612,3,Yes,0
26,male,Bachelor,RENT,MEDICAL,51379,5,21000,17.26,0.41,666,4,No,1
23,male,High School,RENT,MEDICAL,76364,0,21000,11.36,0.27,645,2,No,1
26,male,Bachelor,MORTGAGE,VENTURE,24297,3,4000,7.51,0.16,678,4,No,1
22,female,Bachelor,RENT,PERSONAL,71599,0,21000,10.71,0.29,644,3,No,1
22,male,Associate,RENT,PERSONAL,85496,1,21000,13.98,0.25,614,4,Yes,0
26,female,Associate,RENT,DEBTCONSOLIDATION,79163,3,21000,14.09,0.27,627,3,No,1
22,male,Master,RENT,EDUCATION,90944,0,21000,10.0,0.23,523,3,Yes,0
22,female,Master,MORTGAGE,MEDICAL,23973,0,5000,15.33,0.21,571,3,No,1
25,female,High School,RENT,MEDICAL,75181,4,21000,16.32,0.28,546,4,No,1
24,female,Associate,RENT,HOMEIMPROVEMENT,95767,2,21000,7.9,0.22,640,2,No,0
23,female,Master,RENT,MEDICAL,96788,1,21000,11.99,0.22,648,3,Yes,0
24,male,High School,RENT,MEDICAL,101708,2,21000,10.75,0.21,593,4,No,0
26,male,Associate,RENT,HOMEIMPROVEMENT,103023,4,21000,13.92,0.2,658,3,Yes,0
22,male,Bachelor,RENT,EDUCATION,113027,2,21000,9.91,0.19,701,3,No,0
26,female,Bachelor,RENT,EDUCATION,98366,4,21000,16.95,0.21,702,3,No,1
26,male,Associate,RENT,EDUCATION,117668,0,21000,7.9,0.18,711,3,Yes,0
26,male,Bachelor,RENT,EDUCATION,117297,4,21000,11.01,0.18,570,3,Yes,0
25,female,Associate,RENT,PERSONAL,120885,4,21000,16.49,0.17,637,3,No,1
26,female,Associate,OTHER,PERSONAL,24183,5,7500,11.97,0.31,621,2,No,1
21,male,High School,MORTGAGE,DEBTCONSOLIDATION,23664,1,6250,6.17,0.26,637,3,No,1
26,male,Associate,RENT,HOMEIMPROVEMENT,150692,7,21000,8.9,0.14,534,2,No,0
25,female,High School,RENT,EDUCATION,151100,2,21000,12.99,0.14,577,3,Yes,0
23,male,Bachelor,RENT,PERSONAL,99197,1,20900,12.69,0.21,638,2,No,0
21,female,Associate,MORTGAGE,EDUCATION,24468,0,15000,9.64,0.61,548,2,No,1
26,female,High School,RENT,VENTURE,61015,2,20500,7.49,0.34,676,3,No,1
23,male,Associate,RENT,EDUCATION,84845,0,20500,13.16,0.24,641,3,No,0
22,female,Associate,OWN,EDUCATION,24872,0,2100,8.38,0.08,630,4,Yes,0
123,female,High School,RENT,EDUCATION,97140,101,20400,10.25,0.21,805,3,Yes,0
23,male,Bachelor,RENT,PERSONAL,65613,0,20375,7.49,0.31,518,2,No,1
26,male,High School,RENT,EDUCATION,32325,4,20050,9.76,0.62,652,2,No,1
24,female,Associate,RENT,DEBTCONSOLIDATION,40881,0,20000,10.99,0.49,600,3,No,1
23,male,Associate,OWN,PERSONAL,24766,0,5000,11.71,0.2,649,4,No,0
22,female,Associate,OWN,PERSONAL,24995,0,9250,10.65,0.37,576,4,Yes,0
24,male,Master,RENT,MEDICAL,43287,0,20000,12.53,0.46,600,4,No,1
25,male,Bachelor,RENT,MEDICAL,46375,2,20000,14.59,0.43,654,4,No,1
23,female,High School,RENT,DEBTCONSOLIDATION,39416,0,20000,12.61,0.51,593,4,No,1
25,male,Associate,RENT,MEDICAL,46636,2,20000,13.11,0.43,614,2,No,1
23,male,Associate,MORTGAGE,MEDICAL,25168,0,6400,10.65,0.25,638,4,No,0
25,male,Bachelor,RENT,PERSONAL,47473,3,20000,11.22,0.42,633,4,No,1
23,female,High School,RENT,EDUCATION,40632,0,20000,16.0,0.49,649,2,No,1
25,female,Associate,RENT,HOMEIMPROVEMENT,41468,2,20000,8.88,0.48,591,4,No,1
24,male,High School,RENT,PERSONAL,48897,2,20000,12.53,0.41,656,3,No,1
21,male,Bachelor,RENT,MEDICAL,44226,0,20000,11.01,0.45,637,2,No,1
26,male,Bachelor,MORTGAGE,MEDICAL,25012,3,4800,5.99,0.19,682,3,Yes,0
25,male,Associate,RENT,EDUCATION,51210,4,20000,13.47,0.39,645,4,No,1
22,male,High School,RENT,VENTURE,51305,1,20000,6.99,0.39,602,4,No,1
25,male,Bachelor,OWN,PERSONAL,25295,3,5650,15.99,0.22,637,2,Yes,0
23,female,Associate,MORTGAGE,EDUCATION,24930,0,3625,11.01,0.15,662,3,Yes,0
22,male,High School,RENT,DEBTCONSOLIDATION,45716,0,20000,16.69,0.44,447,3,No,1
25,male,Bachelor,RENT,MEDICAL,46683,3,20000,11.11,0.43,636,4,No,1
